Alpha,SO_Mild_Alpha,SO_Mandatory_Alpha,Beta,SO_Mild_Beta,SO_Mandatory_Beta
0.5222222222222221,51182.4626490421,62025.50935441591,0.32222222222222224,51238.15373959755,61912.74295836533
0.5222222222222221,51125.751931039464,62275.311921529,0.32222222222222224,50994.32064949513,63478.53180380611
0.5222222222222221,50737.46435057283,61471.86886298456,0.32222222222222224,50842.91955001722,62223.54606263656
0.5222222222222221,51780.36247018041,62660.678538294895,0.32222222222222224,51017.376756169,62645.46379498484
0.5222222222222221,51300.01240804293,62626.26363499772,0.32222222222222224,51163.673611083395,61930.95531107017
0.5222222222222221,52068.293135326574,61898.96481508858,0.32222222222222224,52190.7027313428,61636.82434404404
0.5222222222222221,50551.09408237658,62497.42497730549,0.32222222222222224,50947.52485782223,62524.907883379914
0.5222222222222221,50377.698126141826,62185.65299360325,0.32222222222222224,50635.37745132102,62449.472712634364
0.5222222222222221,50961.89540293073,62503.61055887105,0.32222222222222224,50804.708703359815,62568.28479723919
0.5222222222222221,50869.973712232495,62766.5515555184,0.32222222222222224,51532.95020586707,62021.624902670905
0.5222222222222221,50737.6693583455,62519.56699735268,0.32222222222222224,50544.207819842995,61870.928840784516
0.5222222222222221,50777.9042557804,62440.8939142791,0.32222222222222224,51037.036298214196,62510.80227251418
0.5222222222222221,50603.788217763926,62154.609745080954,0.32222222222222224,51204.73448325016,62335.620437665595
0.5222222222222221,51772.15690619152,62224.16926673753,0.32222222222222224,51219.108899183695,62489.77617418559
0.5222222222222221,51702.649701669936,62153.52942670295,0.32222222222222224,50944.238953183856,62149.11164695366
0.5666666666666667,51080.80870317826,62585.99124728123,0.3666666666666667,51147.520864366496,61981.02218222638
0.5666666666666667,51642.53166127499,61547.23005616592,0.3666666666666667,51639.18698727335,62695.32098700975
0.5666666666666667,51594.475855512675,62030.082413586,0.3666666666666667,51736.227735324836,61818.15027203178
0.5666666666666667,50739.11444185299,62769.28833341422,0.3666666666666667,51308.7379088721,62746.18352220855
0.5666666666666667,52002.58479707307,62608.20309240641,0.3666666666666667,51884.78154496045,61445.68420906321
0.5666666666666667,50655.62965740679,62164.71974485549,0.3666666666666667,51131.89024326355,62105.39188808285
0.5666666666666667,51124.19974590378,62598.048470114365,0.3666666666666667,51928.753618038434,61095.32509096367
0.5666666666666667,51297.39340916519,62747.614901721754,0.3666666666666667,50609.675019651695,62916.51631004819
0.5666666666666667,51833.3197486548,62672.372289095474,0.3666666666666667,50898.47338072862,61549.27006015348
0.5666666666666667,51782.37367962239,62365.144844487644,0.3666666666666667,51889.351904099414,61484.092651387284
0.5666666666666667,52981.28556329711,62776.590296918126,0.3666666666666667,51644.35136116146,61419.8719352456
0.5666666666666667,51675.357649060155,63378.84040519392,0.3666666666666667,50412.067678298146,62300.070661489786
0.5666666666666667,51377.422734762724,62177.245844299854,0.3666666666666667,50709.17880821812,62336.167533380896
0.5666666666666667,51986.550356292806,63182.57148330063,0.3666666666666667,52034.355787475826,62122.493054618186
0.5666666666666667,51410.086485862295,63379.813768922104,0.3666666666666667,51947.22699353033,62362.14587716038
0.5666666666666667,51291.690428710775,62966.14147456158,0.3666666666666667,51611.26954554535,61023.3835863566
0.5666666666666667,52091.09953171017,62549.16450771141,0.3666666666666667,51451.48568150776,62441.381792732944
0.5666666666666667,51561.73238825144,63013.00755552688,0.3666666666666667,50953.29870734046,63147.765453107626
0.5666666666666667,51150.240879227225,62092.92414224075,0.3666666666666667,50886.72914117343,61395.56288907234
0.5666666666666667,51999.82423842211,62653.382917331044,0.3666666666666667,51524.3118552067,61488.16184378251
0.5666666666666667,51080.538563334565,62547.05838584037,0.3666666666666667,51171.626736990256,62869.93213145854
0.5666666666666667,51587.59948131661,61715.35033088552,0.3666666666666667,51382.572490633334,62076.305908979906
0.5666666666666667,51691.32978212538,62704.22310192096,0.3666666666666667,50957.770210840885,62832.67131433199
0.5666666666666667,52160.88287388813,62390.504341420696,0.3666666666666667,50523.37584488782,62587.527536374
0.5666666666666667,52021.89205008747,62477.67722933409,0.3666666666666667,52230.137719632185,62471.71837746036
0.5666666666666667,51402.92037766303,62640.475624429,0.3666666666666667,51014.32414374075,62119.967298227406
0.5666666666666667,52379.95999604739,61880.254701186204,0.3666666666666667,50893.143144026086,61874.477467043485
0.5666666666666667,51580.87092274877,62521.115718628615,0.3666666666666667,51192.22118206303,62539.74226699666
0.5666666666666667,51319.065752745846,62791.50537963514,0.3666666666666667,51938.72007946603,61221.730012705884
0.5666666666666667,51886.33386898446,62765.81604329094,0.3666666666666667,49913.81003845753,63015.039716046755
0.5666666666666667,51950.935683831354,62374.51940368539,0.3666666666666667,51161.90171362505,62254.754381427425
0.5666666666666667,51309.057223987824,61999.56442379561,0.3666666666666667,51383.98122765256,62106.57015909147
0.5666666666666667,52324.7861783791,62406.64376546172,0.3666666666666667,52120.911627823094,62445.91435881164
0.5666666666666667,51184.725895065734,62803.331361813434,0.3666666666666667,50909.53322463295,62020.90869748096
0.5666666666666667,51886.87306369486,62153.95938444101,0.3666666666666667,51061.5678160899,61811.44709412625
0.5666666666666667,51926.67707194732,62348.349088900315,0.3666666666666667,51978.07701856903,62261.97920307729
0.5666666666666667,52048.643110447054,62229.54549815822,0.3666666666666667,50548.083033219016,62402.60103211537
0.5666666666666667,51701.05699569753,62521.354909957234,0.3666666666666667,51852.85482562295,62730.40818686116
0.5666666666666667,50770.14441148587,61792.01777368342,0.3666666666666667,50753.428090579284,61645.46435193069
0.5666666666666667,50961.85690302203,62996.278445956916,0.3666666666666667,51846.99447592235,61387.844821095874
0.5666666666666667,50361.75573545024,62666.97298661296,0.3666666666666667,51318.7921129597,61915.737351603515
0.5666666666666667,51456.77859459033,61658.85218423538,0.3666666666666667,51790.154856268324,61672.63288610112
0.5666666666666667,50934.88576132262,62100.60757215682,0.3666666666666667,50735.098863447754,62508.51424843475
0.5666666666666667,51359.67906888621,63233.16789136885,0.3666666666666667,51531.09126547174,62879.798400252315
0.5666666666666667,51870.81429698225,62319.84577578398,0.3666666666666667,51369.796901718146,62374.742303806335
0.5666666666666667,50918.624588676386,61720.81308386031,0.3666666666666667,51657.891402980276,61514.6953609721
0.5666666666666667,51144.02909155922,62050.60639027028,0.3666666666666667,50693.50763415286,61556.601725307795
0.5666666666666667,51315.25934248058,62500.871931538735,0.3666666666666667,49790.489229310646,62621.07886877562
0.5666666666666667,51095.540367101385,62272.67790975487,0.3666666666666667,51848.175891032086,62477.99748218844
0.5666666666666667,50986.43592281572,62243.7602517282,0.3666666666666667,51323.37040358316,62242.48121920468
0.611111111111111,52273.51323090826,63092.237354251476,0.4111111111111111,51249.79414520763,63180.945049221955
0.611111111111111,51821.23069327791,63339.30478733,0.4111111111111111,51996.81470516201,62040.81804515687
0.611111111111111,52017.31685515653,63545.71552931979,0.4111111111111111,51776.62339354735,62948.047068099484
0.611111111111111,51849.764610313825,62935.90555369016,0.4111111111111111,51547.41888709504,62527.12368972478
0.611111111111111,51260.1699066154,62421.25733744236,0.4111111111111111,51398.85869896634,61592.32615254879
0.611111111111111,51996.68418642045,62777.80584453105,0.4111111111111111,50436.8805494019,62724.979027238514
0.611111111111111,50875.615680022645,61786.817284529934,0.4111111111111111,50672.03258050807,61638.69065015399
0.611111111111111,52629.36946494629,62340.36522149794,0.4111111111111111,50184.486970377555,62095.4798024673
0.611111111111111,51212.43619689584,63447.3722948145,0.4111111111111111,51409.390310578485,62560.79373999028
0.611111111111111,50951.268238890465,63099.03833453108,0.4111111111111111,51647.51977600177,62137.58399673669
0.611111111111111,52466.54397157994,63890.248477203924,0.4111111111111111,51275.86177868145,62756.242360945
0.611111111111111,51331.83141329718,62827.31488692037,0.4111111111111111,51454.21123713535,62040.8987803292
0.611111111111111,51357.36361904476,62824.35818599027,0.4111111111111111,51372.044710550574,61341.2176291697
0.611111111111111,52204.69133901048,62133.6770961984,0.4111111111111111,51222.28374965768,62024.13232796584
0.611111111111111,51879.53395356818,62735.58451678872,0.4111111111111111,51981.510578714246,61844.721275779666
0.611111111111111,52239.80609556965,63491.04328403785,0.4111111111111111,51280.56151492814,62118.91695751439
0.611111111111111,51351.98980599503,62777.942807465646,0.4111111111111111,50943.10968247834,62521.99927109408
0.611111111111111,52001.93692727212,63324.99383030693,0.4111111111111111,51013.12055906978,63259.3285856593
0.611111111111111,50319.31090069238,63278.108581409666,0.4111111111111111,50234.92576752923,62648.91872941439
0.611111111111111,52378.79650165935,62961.13801639025,0.4111111111111111,51179.82484239417,62308.17541053547
0.611111111111111,52030.64376688334,63472.711396767445,0.4111111111111111,51373.28347618709,62832.20970857713
0.611111111111111,51666.352410242944,63240.44873827102,0.4111111111111111,51354.75874758836,62833.99831818735
0.611111111111111,51561.89880423718,62807.249257531636,0.4111111111111111,51245.423237448056,61816.278483186776
0.611111111111111,51224.784841791145,62919.84455680044,0.4111111111111111,51177.65026635165,62909.79631057798
0.611111111111111,52498.983973110306,62382.08587930439,0.4111111111111111,51016.88160810809,61791.93152987844
0.611111111111111,51863.99201784791,62993.81087205789,0.4111111111111111,51531.94946740558,62501.639093734615
0.611111111111111,52292.96944005334,63664.77998844143,0.4111111111111111,50836.78537784318,62216.80451191377
0.611111111111111,51093.416803778775,62546.225607380184,0.4111111111111111,51131.38675836462,62336.52430112611
0.611111111111111,51295.762424307235,62591.233639494676,0.4111111111111111,51545.50507713183,62130.731700731
0.611111111111111,51356.33131219678,63006.86559291852,0.4111111111111111,51571.34436940499,62066.58870311788
0.611111111111111,51129.86206813347,62477.93758618125,0.4111111111111111,52055.37592874572,63177.26022604888
0.611111111111111,51160.26040029886,63079.6455796831,0.4111111111111111,50794.01905990174,61720.58230259042
0.611111111111111,51523.67138471989,62712.682605744754,0.4111111111111111,51711.32612913838,62462.27506822575
0.611111111111111,51134.615706637334,62031.30629749646,0.4111111111111111,51498.05632577306,62005.95573473495
0.611111111111111,52371.32241922709,62688.969489425945,0.4111111111111111,51155.995229144086,62160.916246928144
0.611111111111111,52910.801777697074,63219.729028783826,0.4111111111111111,51374.32271499796,61710.47332583649
0.611111111111111,52470.18197206434,63330.07697309039,0.4111111111111111,51172.55499921015,61705.44411591245
0.611111111111111,51634.81363439904,62534.50455430335,0.4111111111111111,50964.440333671846,62284.65942719822
0.611111111111111,51067.13559785731,63393.158841826305,0.4111111111111111,51475.93908711098,62628.49345917101
0.611111111111111,51688.07258007589,63141.583853725075,0.4111111111111111,51602.67963080265,61591.93830191142
0.611111111111111,51962.86730802992,63011.320527196236,0.4111111111111111,51854.26542028392,62010.933607088016
0.611111111111111,51319.626781404855,63339.684568841134,0.4111111111111111,50936.32642313597,62467.70710761694
0.611111111111111,51456.462131904394,62878.61796569215,0.4111111111111111,51053.72149504212,62514.246243190835
0.611111111111111,51914.25085887442,62803.851629908866,0.4111111111111111,51495.91850522564,61951.74550174859
0.611111111111111,50646.63162639063,63353.62708561011,0.4111111111111111,51130.35919614802,62256.2748554441
0.611111111111111,52183.01997051308,61917.77528753311,0.4111111111111111,51701.35851337963,62100.751899730625
0.611111111111111,51033.90995272479,63845.27314207609,0.4111111111111111,50967.87448882347,61822.524356080256
0.611111111111111,51671.57289480751,62835.10896996852,0.4111111111111111,50767.46522594599,61658.03046165611
0.611111111111111,51342.36385203077,62317.98200790502,0.4111111111111111,50870.690320965725,63130.115839012695
0.611111111111111,51458.34673440237,63320.54470291619,0.4111111111111111,51567.6758934744,62972.006504455945
0.6555555555555554,51769.93879808727,63471.808709613186,0.4555555555555556,50836.035742575725,61492.80128252118
0.6555555555555554,52660.63135203106,62876.427576443566,0.4555555555555556,51469.302110600736,63393.465613758446
0.6555555555555554,51929.215228106994,63668.86344713451,0.4555555555555556,51068.44324844339,62517.574844307834
0.6555555555555554,51311.32596104447,63255.693080699566,0.4555555555555556,50526.34353299949,62480.76987853674
0.6555555555555554,52713.94004009095,62996.54147643676,0.4555555555555556,51248.61721845418,61420.14448846162
0.6555555555555554,52311.95104677967,63096.098228061775,0.4555555555555556,50792.4429309618,61908.30160033343
0.6555555555555554,52677.57128643627,62343.932722248115,0.4555555555555556,50521.24785254458,62104.23932488662
0.6555555555555554,51810.25587328291,62427.23931909372,0.4555555555555556,51565.496294443496,62150.075437550026
0.6555555555555554,51427.339369637324,62813.257274019066,0.4555555555555556,51885.35574613528,62285.28683514046
0.6555555555555554,51644.29962421085,62572.520991319005,0.4555555555555556,51474.22019525906,62715.406507688116
0.6555555555555554,51741.90799899802,63396.89991890726,0.4555555555555556,52078.0510917241,62108.61169412649
0.6555555555555554,51011.82621146699,62849.20042165193,0.4555555555555556,51532.29086485527,61993.35329038819
0.6555555555555554,53048.27384415929,63331.28523609959,0.4555555555555556,52172.15895515832,61946.82219459617
0.6555555555555554,50868.90717568689,62466.43373428677,0.4555555555555556,51502.94922568943,63246.39685003244
0.6555555555555554,51890.729900464205,63216.999685953786,0.4555555555555556,50712.85026302626,62764.21527003693
0.6555555555555554,51484.056376927336,64263.32414511065,0.4555555555555556,50814.72112742991,63630.8488925361
0.6555555555555554,53087.1421882121,63034.4749867418,0.4555555555555556,50365.42554928017,61708.011994881206
0.6555555555555554,52214.25621074114,63628.24975232717,0.4555555555555556,50750.35033613644,61922.00684229565
0.6555555555555554,52305.714347516565,62846.62400577971,0.4555555555555556,51571.54609415109,63366.50680308812
0.6555555555555554,52747.50238638804,63132.36806854946,0.4555555555555556,51888.675653866085,62583.61781004374
0.6555555555555554,51988.77381829033,63167.68842178082,0.4555555555555556,51315.9025589493,62163.485522331546
0.6555555555555554,51707.9346916284,63305.86889663559,0.4555555555555556,51506.64760637883,62362.264755041906
0.6555555555555554,51184.83499088101,62181.09015707984,0.4555555555555556,51405.816564113484,62096.21420095678
0.6555555555555554,51671.08753977091,62726.45284820503,0.4555555555555556,50710.19680997551,62479.40133856509
0.6555555555555554,52051.52961677109,63383.56174602249,0.4555555555555556,51312.79602386927,62168.70023549063
0.6555555555555554,51784.51778762612,63907.454061943856,0.4555555555555556,50927.85606470266,62745.86981120373
0.6555555555555554,51774.66393834629,62437.59124519372,0.4555555555555556,51538.5852089883,63404.94174498657
0.6555555555555554,51665.955656950566,63752.15055009417,0.4555555555555556,52001.57602433854,61869.745428376016
0.6555555555555554,50835.650441297505,63119.648503141674,0.4555555555555556,51215.698198166174,61784.28230859776
0.6555555555555554,52065.50879505725,64492.78783393055,0.4555555555555556,50391.49317657635,63564.41121048836
0.6555555555555554,52381.90659624158,63232.974858348905,0.4555555555555556,52051.259363000354,62151.76470895192
0.6555555555555554,52038.157390951244,62217.8189865242,0.4555555555555556,51932.79918058741,63162.52682298922
0.6555555555555554,51252.91668482479,63492.14450222198,0.4555555555555556,50350.879026045004,62891.968495175286
0.6555555555555554,51858.361476105936,63311.037259965364,0.4555555555555556,51065.28431053182,62658.21418085549
0.6555555555555554,51794.83510461645,63164.12121787591,0.4555555555555556,52816.04220900507,63259.34786937738
0.6555555555555554,51829.24310201717,62638.64907453426,0.4555555555555556,51247.005046606275,63177.50341866445
0.6555555555555554,51663.31429160531,62544.614350952244,0.4555555555555556,50350.055541791946,62718.45308220499
0.6555555555555554,51467.97954940865,63764.61917126893,0.4555555555555556,51574.84947262544,62819.513182311915
0.6555555555555554,51687.40162252899,63464.58640430707,0.4555555555555556,51056.867738182504,62657.653551727475
0.6555555555555554,51835.42505483405,62974.220833220024,0.4555555555555556,51739.097459508324,61305.185727508775
0.6555555555555554,51273.49342447356,62966.63884046199,0.4555555555555556,51153.02272504592,62015.0105329919
0.6555555555555554,51869.367000768034,63456.74338872879,0.4555555555555556,51642.180886357935,63155.58582641907
0.6555555555555554,51838.94621005642,63491.40682563952,0.4555555555555556,51005.184763203084,61922.31989910477
0.6555555555555554,51017.692726497924,63599.99794545842,0.4555555555555556,51369.693083828264,61890.06116077001
0.6555555555555554,51213.6496074268,63658.41897524567,0.4555555555555556,51197.89462260423,62300.72555480438
0.6555555555555554,52028.98069948419,62231.57188559418,0.4555555555555556,51601.16248441195,62624.264459044265
0.6555555555555554,52146.25918987024,63664.21533658312,0.4555555555555556,51391.80956790033,63285.0919223119
0.6555555555555554,52406.71700795073,62782.367524613655,0.4555555555555556,51445.97587465484,62257.747778610574
0.6555555555555554,51867.48319881304,63513.89135819102,0.4555555555555556,51163.51590539289,62084.51429145378
0.6555555555555554,52145.94121148381,63371.42704759815,0.4555555555555556,50801.792966779074,61771.99545642409
0.7,51786.68187827169,63993.97187705457,0.5,51967.11622335337,62240.846471356606
0.7,52496.909983407255,63422.8608469517,0.5,51557.957737586636,62450.066883022955
0.7,51608.22259797947,63136.048330400925,0.5,51385.38800237205,63176.90055903196
0.7,52682.40885766611,63975.339192459214,0.5,51488.32821418103,62138.662625060584
0.7,51989.98010863998,63400.4133962395,0.5,51117.94373060651,63029.97301397669
0.7,51115.90661957216,63457.799447810954,0.5,51641.589268717486,63061.20666040287
0.7,51404.44242272291,63579.49973824588,0.5,51280.74928327802,61901.9780922928
0.7,52592.62362338072,63009.77422351378,0.5,51653.32399434562,62726.40945247099
0.7,52119.293380194016,63998.889881004965,0.5,51539.504443580234,61909.12817934561
0.7,52110.14769763612,63238.00851907487,0.5,51079.89176688287,62130.81587452938
0.7,52005.19320263606,63978.62435611394,0.5,51599.6833215451,62816.89703711007
0.7,52131.28892994872,63498.31470871983,0.5,51378.2560543839,63083.79235932358
0.7,52578.07156310581,63757.45893497521,0.5,52145.35582828497,62776.52818633907
0.7,51398.548785525025,63815.706330991,0.5,51735.53551496215,62329.22498008769
0.7,52474.77937739113,62881.34180645626,0.5,51037.28575919016,63104.87194286982
0.7,50865.63025206669,62979.03366561083,0.5,50962.62887149918,62948.5316769991
0.7,51948.750156158196,64004.89417252397,0.5,52259.735583269474,62926.740939051764
0.7,51554.52398290844,63777.560133327235,0.5,51359.533770760674,61929.83786880541
0.7,50553.809432609094,63590.15336018004,0.5,51481.65139557314,63104.5480671962
0.7,51796.629773057284,64549.2993908197,0.5,51310.520028562125,63110.746963925885
0.7,51053.95685638367,63492.74925859788,0.5,51582.51201461507,62745.67027429329
0.7,51050.889324187796,63225.14613341878,0.5,51241.60586910799,61871.97808469175
0.7,51149.42251719802,64650.39437004541,0.5,51187.444581169526,62383.47283793058
0.7,51822.22606596951,63394.48525334499,0.5,51687.72041304302,62592.387686963964
0.7,51978.633137447345,62933.86160360621,0.5,51941.58401061245,62740.67651174975
0.7,52527.61936683039,63820.09707274317,0.5,51147.825088430436,62192.56211175831
0.7,52458.96918133589,62891.01905898185,0.5,51098.31265491532,62680.38446799643
0.7,52567.65760762202,64009.920639663156,0.5,51213.60339583978,62061.780356636154
0.7,51883.80348250459,63947.510537771785,0.5,51903.35792801109,62676.155678899995
0.7,52136.33581164714,62703.00023392951,0.5,51537.359747480055,62188.688117715305
0.7,51908.59704904398,63259.244981110176,0.5,50879.20113052211,62518.88200508902
0.7,52042.70964402395,64010.56314386665,0.5,50385.89229027065,62989.90665498217
0.7,51179.32933223473,63278.211045979784,0.5,51047.98831306091,62466.147628002145
0.7,51589.08128351933,63110.554347344645,0.5,51613.4596491263,62487.682461196964
0.7,51588.44547558322,63534.08517774022,0.5,50815.812772114085,63352.85017990539
0.7,52261.58772641867,63674.16247944476,0.5,50633.708995731984,61481.72744630772
0.7,52092.834103779576,63810.872243912825,0.5,51837.3001680607,61870.28440472624
0.7,53190.163066755194,63567.94570715694,0.5,52026.39143726708,62788.44410218916
0.7,52510.56920140664,63982.09171728559,0.5,51541.50186292083,62315.48584951784
0.7,52888.89708151531,63780.25943247504,0.5,50987.29977426927,62411.87291378566
0.7,51577.84190951303,63652.44096051094,0.5,50961.391059247566,63203.83400246343
0.7,52125.56937170877,63907.591304393885,0.5,51028.62561924234,62853.17363028559
0.7,51563.30166525029,64133.16053697981,0.5,51902.60386406569,62159.40772998995
0.7,52002.61857457006,63919.68962696587,0.5,51588.29570920825,62153.06009244641
0.7,52154.83657903682,63561.295389160005,0.5,51313.23713808344,62370.682531774684
0.7,52116.928205241886,63835.99600569061,0.5,51052.27974776328,62678.89318595787
0.7,52979.32739703571,62491.31130758552,0.5,50792.94158235475,63064.61295613791
0.7,52270.00147446203,63521.98389800038,0.5,50859.23114913582,61966.45572220893
0.7,51911.446716397695,62318.36088843623,0.5,51273.85173219254,62413.7488229915
0.7,52290.10384062751,63437.51468155934,0.5,51577.77860312803,62642.41621282846
